Date,High,Low,Open,Close,Volume,Adj Close
2019-07-29,27275.849609375,27178.060546875,27192.240234375,27221.349609375,250850000,27221.349609375
2019-07-30,27224.359375,27069.859375,27145.390625,27198.01953125,293250000,27198.01953125
2019-07-31,27281.650390625,26719.599609375,27244.669921875,26864.26953125,385150000,26864.26953125
2019-08-01,27175.58984375,26548.7109375,26879.859375,26583.419921875,386320000,26583.419921875
2019-08-02,26570.01953125,26249.220703125,26528.66015625,26485.009765625,327640000,26485.009765625
2019-08-05,26259.23046875,25523.380859375,26259.23046875,25717.740234375,422240000,25717.740234375
2019-08-06,26038.6796875,25710.869140625,25810.619140625,26029.51953125,318160000,26029.51953125
2019-08-07,26073.2109375,25440.390625,25814.220703125,26007.0703125,344790000,26007.0703125
2019-08-08,26383.609375,26038.099609375,26086.51953125,26378.189453125,282530000,26378.189453125
2019-08-09,26413.359375,26097.640625,26337.08984375,26287.439453125,240260000,26287.439453125
2019-08-12,26178.94921875,25824.939453125,26169.91015625,25896.439453125,199390000,25896.439453125
2019-08-13,26426.970703125,25833.25,25888.880859375,26279.91015625,308900000,26279.91015625
2019-08-14,26035.080078125,25471.58984375,26035.080078125,25479.419921875,352250000,25479.419921875
2019-08-15,25639.689453125,25339.599609375,25514.25,25579.390625,332600000,25579.390625
2019-08-16,25929.650390625,25678.169921875,25678.169921875,25886.009765625,276210000,25886.009765625
2019-08-19,26222.3203125,26020.060546875,26020.060546875,26135.7890625,252640000,26135.7890625
2019-08-20,26160.119140625,25952.0,26086.859375,25962.439453125,238100000,25962.439453125
2019-08-21,26268.3203125,26141.76953125,26145.359375,26202.73046875,208790000,26202.73046875
2019-08-22,26388.779296875,26099.009765625,26271.640625,26252.240234375,222810000,26252.240234375
2019-08-23,26320.2890625,25507.1796875,26134.2109375,25628.900390625,364260000,25628.900390625
2019-08-26,25941.25,25716.390625,25826.05078125,25898.830078125,222780000,25898.830078125
2019-08-27,26054.01953125,25721.849609375,26014.4609375,25777.900390625,263530000,25777.900390625
2019-08-28,26041.5703125,25637.4296875,25712.990234375,26036.099609375,207070000,26036.099609375
2019-08-29,26408.83984375,26185.7109375,26249.08984375,26362.25,208650000,26362.25
2019-08-30,26514.619140625,26295.58984375,26476.390625,26403.279296875,2190810000,26403.279296875
2019-09-03,26198.259765625,25978.220703125,26198.259765625,26118.01953125,223210000,26118.01953125
2019-09-04,26362.349609375,26244.439453125,26301.990234375,26355.470703125,202710000,26355.470703125
2019-09-05,26836.30078125,26603.150390625,26603.150390625,26728.150390625,256670000,26728.150390625
2019-09-06,26860.869140625,26708.390625,26790.25,26797.4609375,209700000,26797.4609375
2019-09-09,26900.830078125,26762.1796875,26866.23046875,26835.509765625,273120000,26835.509765625
2019-09-10,26909.4296875,26717.05078125,26805.830078125,26909.4296875,322340000,26909.4296875
2019-09-11,27137.0390625,26885.48046875,26928.05078125,27137.0390625,272590000,27137.0390625
2019-09-12,27306.73046875,27105.009765625,27197.3203125,27182.44921875,250010000,27182.44921875
2019-09-13,27277.55078125,27193.94921875,27216.669921875,27219.51953125,255260000,27219.51953125
2019-09-16,27172.869140625,27032.560546875,27146.060546875,27076.8203125,220620000,27076.8203125
2019-09-17,27110.80078125,26984.140625,27010.119140625,27110.80078125,223580000,27110.80078125
2019-09-18,27161.9296875,26899.150390625,27075.390625,27147.080078125,212860000,27147.080078125
2019-09-19,27272.169921875,27064.2109375,27186.05078125,27094.7890625,212360000,27094.7890625
2019-09-20,27194.75,26926.6796875,27102.1796875,26935.0703125,497640000,26935.0703125
2019-09-23,27011.0703125,26831.33984375,26851.44921875,26949.990234375,204240000,26949.990234375
2019-09-24,27079.6796875,26704.9609375,27034.0703125,26807.76953125,301750000,26807.76953125
2019-09-25,27016.560546875,26755.859375,26866.7109375,26970.7109375,237220000,26970.7109375
2019-09-26,27015.0703125,26803.83984375,27004.109375,26891.119140625,229180000,26891.119140625
2019-09-27,27012.5390625,26715.8203125,26987.259765625,26820.25,217780000,26820.25
2019-09-30,26998.859375,26852.330078125,26852.330078125,26916.830078125,222680000,26916.830078125
2019-10-01,27046.2109375,26562.220703125,26962.5390625,26573.0390625,260110000,26573.0390625
2019-10-02,26438.0390625,25974.119140625,26425.859375,26078.619140625,309640000,26078.619140625
2019-10-03,26205.19921875,25743.4609375,26039.01953125,26201.0390625,241610000,26201.0390625
2019-10-04,26590.740234375,26271.69921875,26271.69921875,26573.720703125,221310000,26573.720703125
2019-10-07,26655.83984375,26424.5390625,26502.330078125,26478.01953125,195200000,26478.01953125
2019-10-08,26421.810546875,26139.80078125,26276.58984375,26164.0390625,244590000,26164.0390625
2019-10-09,26424.310546875,26249.75,26308.23046875,26346.009765625,190060000,26346.009765625
2019-10-10,26603.310546875,26314.509765625,26317.349609375,26496.669921875,217680000,26496.669921875
2019-10-11,27013.970703125,26694.19921875,26694.19921875,26816.58984375,282080000,26816.58984375
2019-10-14,26874.330078125,26749.1796875,26766.4296875,26787.359375,178620000,26787.359375
2019-10-15,27120.109375,26811.19921875,26811.19921875,27024.80078125,245510000,27024.80078125
2019-10-16,27058.33984375,26943.2890625,26972.310546875,27001.98046875,214660000,27001.98046875
2019-10-17,27112.16015625,26970.2890625,27032.380859375,27025.880859375,222540000,27025.880859375
2019-10-18,27018.25,26770.130859375,27004.490234375,26770.19921875,288970000,26770.19921875
2019-10-21,26852.669921875,26747.619140625,26852.669921875,26827.640625,241030000,26827.640625
2019-10-22,26946.640625,26782.609375,26850.4296875,26788.099609375,265510000,26788.099609375
2019-10-23,26896.890625,26745.0,26835.240234375,26833.94921875,247680000,26833.94921875
2019-10-24,26931.779296875,26714.33984375,26893.9296875,26805.529296875,253590000,26805.529296875
2019-10-25,27015.369140625,26765.6796875,26789.609375,26958.060546875,274610000,26958.060546875
2019-10-28,27167.880859375,27028.7109375,27040.330078125,27090.720703125,290770000,27090.720703125
2019-10-29,27165.939453125,27039.759765625,27061.0703125,27071.4609375,269610000,27071.4609375
2019-10-30,27204.359375,26999.640625,27110.7109375,27186.689453125,231750000,27186.689453125
2019-10-31,27188.369140625,26918.2890625,27188.369140625,27046.23046875,273830000,27046.23046875
2019-11-01,27347.4296875,27142.94921875,27142.94921875,27347.359375,270870000,27347.359375
2019-11-04,27517.580078125,27402.060546875,27402.060546875,27462.109375,273030000,27462.109375
2019-11-05,27560.359375,27453.55078125,27500.23046875,27492.630859375,286350000,27492.630859375
2019-11-06,27526.05078125,27407.810546875,27502.740234375,27492.560546875,237910000,27492.560546875
2019-11-07,27774.669921875,27590.16015625,27590.16015625,27674.80078125,259020000,27674.80078125
2019-11-08,27694.94921875,27578.970703125,27686.19921875,27681.240234375,221440000,27681.240234375
2019-11-11,27714.390625,27517.669921875,27580.66015625,27691.490234375,202350000,27691.490234375
2019-11-12,27770.859375,27635.3203125,27701.58984375,27691.490234375,213670000,27691.490234375
2019-11-13,27806.400390625,27587.19921875,27622.0390625,27783.58984375,278390000,27783.58984375
